Date,Negative_News,Total_News,Negative_News_Ratio
2020-04-27,1011.6666666666666,15404.666666666666,0.06567273986237937
2020-05-27,999.0833333333334,15304.083333333334,0.06528214147640336
2020-06-27,986.5,15203.5,0.06488637484789686
2020-07-27,973.9166666666666,15102.916666666666,0.06448533671752145
2020-08-27,961.3333333333334,15002.333333333334,0.06407892105672451
2020-09-27,948.75,14901.75,0.06366701897428155
2020-10-27,936.1666666666666,14801.166666666666,0.06324951861902778
2020-11-27,923.5833333333331,14700.583333333334,0.06282630507859664
2020-12-27,911.0,14600.0,0.062397260273972605
2021-01-27,930.5833333333334,14719.75,0.06322005015936638
2021-02-27,950.1666666666666,14839.5,0.06402956074440963
2021-03-27,969.75,14959.25,0.06482611093470596
2021-04-27,989.3333333333334,15079.0,0.0656100095054933
2021-05-27,1008.9166666666666,15198.75,0.06638155550072648
2021-06-27,1028.5,15318.5,0.06714103861344127
2021-07-27,1048.0833333333333,15438.25,0.067888739548416
2021-08-27,1067.6666666666667,15558.0,0.06862493036808502
2021-09-27,1087.25,15677.75,0.06934987482259891
2021-10-27,1106.8333333333333,15797.5,0.07006382866487312
2021-11-27,1126.4166666666667,15917.25,0.0707670399514154
2021-12-27,1146.0,16037.0,0.07145974932967512
2022-01-27,1137.4166666666667,16601.666666666668,0.06851219757052504
2022-02-27,1128.8333333333333,17166.333333333332,0.06575855841861007
2022-03-27,1120.25,17731.0,0.0631803056793187
2022-04-27,1111.6666666666667,18295.666666666668,0.06076120028422031
2022-05-27,1103.0833333333333,18860.333333333332,0.05848694791537795
2022-06-27,1094.5,19425.0,0.05634491634491635
2022-07-27,1085.9166666666667,19989.666666666668,0.05432390068201905
2022-08-27,1077.3333333333333,20554.333333333332,0.052413927314597084
2022-09-27,1068.75,21119.0,0.05060608930347081
2022-10-27,1060.1666666666667,21683.666666666664,0.048892407495657264
2022-11-27,1051.5833333333333,22248.333333333332,0.04726571278747472
2022-12-27,1043.0,22813.0,0.04571954587296717
2023-01-27,1103.8333333333333,23151.833333333332,0.04767800966086199
2023-02-27,1164.6666666666667,23490.666666666668,0.04957997502554206
2023-03-27,1225.5,23829.5,0.05142785203214503
2023-04-27,1286.3333333333333,24168.333333333332,0.05322391559202814
2023-05-27,1347.1666666666667,24507.166666666668,0.05497031480587311
2023-06-27,1408.0,24846.0,0.05666908154230057
2023-07-27,1468.8333333333337,25184.833333333332,0.05832213832399131
2023-08-27,1529.6666666666667,25523.666666666668,0.05993130558566559
2023-09-27,1590.5,25862.5,0.06149830836152731
2023-10-27,1651.3333333333337,26201.333333333332,0.06302478245381916
2023-11-27,1712.1666666666667,26540.166666666668,0.06451228012886129
2023-12-27,1773.0,26879.0,0.06596227538226869
2024-01-27,1626.5,24659.0,0.06595969017397299
2024-02-27,1480.0,22439.0,0.06595659343107982
2024-03-27,1333.5,20219.0,0.06595281665759929
2024-04-27,1187.0,17999.0,0.06594810822823491
2024-05-27,1040.5,15779.0,0.06594207490969009
2024-06-27,894.0,13559.0,0.06593406593406594
2024-07-27,747.5,11339.0,0.06592292089249494
2024-08-27,601.0,9119.0,0.06590634938041452
2024-09-27,454.5,6899.0,0.0658791129149152
2024-10-27,308.0,4679.0,0.06582603120324856
2024-11-27,161.5,2459.0,0.0656771045140301
2024-12-27,15.0,239.0,0.06276150627615062
